Nº,Project,TestClassName
11925,spring-boot-2.1.1.RELEASE,JdbcTestWithAutoConfigureTestDatabaseReplaceAutoConfiguredIntegrationTests
11926,spring-boot-2.1.1.RELEASE,Config
11927,spring-boot-2.1.1.RELEASE,JdbcTestWithAutoConfigureTestDatabaseReplacePropertyAutoConfiguredIntegrationTests
11928,spring-boot-2.1.1.RELEASE,Config
11929,spring-boot-2.1.1.RELEASE,JdbcTestIntegrationTests
11930,spring-boot-2.1.1.RELEASE,TestDatabaseAutoConfigurationTests
11931,spring-boot-2.1.1.RELEASE,ExistingDataSourceConfiguration
11932,spring-boot-2.1.1.RELEASE,JdbcTestWithAutoConfigureTestDatabaseReplacePropertyNoneIntegrationTests
11933,spring-boot-2.1.1.RELEASE,JdbcTestWithAutoConfigureTestDatabaseReplaceNoneIntegrationTests
11934,spring-boot-2.1.1.RELEASE,JdbcTestWithAutoConfigureTestDatabaseReplaceExplicitIntegrationTests
11935,spring-boot-2.1.1.RELEASE,Config
11936,spring-boot-2.1.1.RELEASE,SpringBootTestWithAutoConfigureJsonTestersTests
11937,spring-boot-2.1.1.RELEASE,JsonTestPropertiesIntegrationTests
11938,spring-boot-2.1.1.RELEASE,JsonTestIntegrationTests
11939,spring-boot-2.1.1.RELEASE,JsonTestWithAutoConfigureJsonTestersTests
11940,spring-boot-2.1.1.RELEASE,AnnotationsPropertySourceTests
11941,spring-boot-2.1.1.RELEASE,NoAnnotation
11942,spring-boot-2.1.1.RELEASE,TypeLevel
11943,spring-boot-2.1.1.RELEASE,TypeLevelWithPrefix
11944,spring-boot-2.1.1.RELEASE,AttributeLevelWithPrefix
11945,spring-boot-2.1.1.RELEASE,TypeAndAttributeLevelWithPrefix
11946,spring-boot-2.1.1.RELEASE,NotMappedAtTypeLevel
11947,spring-boot-2.1.1.RELEASE,NotMappedAtAttributeLevel
11948,spring-boot-2.1.1.RELEASE,Arrays
11949,spring-boot-2.1.1.RELEASE,CamelCaseToKebabCase
11950,spring-boot-2.1.1.RELEASE,PropertiesFromSingleMetaAnnotation
11951,spring-boot-2.1.1.RELEASE,PropertiesFromMultipleMetaAnnotations
11952,spring-boot-2.1.1.RELEASE,PropertyMappedAttributeWithAnAlias
11953,spring-boot-2.1.1.RELEASE,PropertyMappedWithSelfAnnotatingAnnotation
11954,spring-boot-2.1.1.RELEASE,PropertyMappedAnnotationOnSuperClass
11955,spring-boot-2.1.1.RELEASE,AliasedPropertyMappedAnnotationOnSuperClass
11956,spring-boot-2.1.1.RELEASE,EnumValueMapped
11957,spring-boot-2.1.1.RELEASE,EnumValueNotMapped
11958,spring-boot-2.1.1.RELEASE,PropertyMappingTests
11959,spring-boot-2.1.1.RELEASE,PropertyMappingContextCustomizerFactoryTests
11960,spring-boot-2.1.1.RELEASE,NoMapping
11961,spring-boot-2.1.1.RELEASE,TypeMapping
11962,spring-boot-2.1.1.RELEASE,ConfigMapping
11963,spring-boot-2.1.1.RELEASE,AttributeMapping
11964,spring-boot-2.1.1.RELEASE,OtherMapping
11965,spring-boot-2.1.1.RELEASE,TestEntityManagerTests
11966,spring-boot-2.1.1.RELEASE,TestEntity
11967,spring-boot-2.1.1.RELEASE,DataJpaTestPropertiesIntegrationTests
11968,spring-boot-2.1.1.RELEASE,DataJpaTestIntegrationTests
11969,spring-boot-2.1.1.RELEASE,TestDatabaseAutoConfigurationNoEmbeddedTests
11970,spring-boot-2.1.1.RELEASE,ExistingDataSourceConfiguration
11971,spring-boot-2.1.1.RELEASE,TypeExcludeFiltersContextCustomizerFactoryTests
11972,spring-boot-2.1.1.RELEASE,NoAnnotation
11973,spring-boot-2.1.1.RELEASE,WithExcludeFilters
11974,spring-boot-2.1.1.RELEASE,WithSameExcludeFilters
11975,spring-boot-2.1.1.RELEASE,WithDifferentExcludeFilters
11976,spring-boot-2.1.1.RELEASE,SimpleExclude
11977,spring-boot-2.1.1.RELEASE,TestClassAwareExclude
11978,spring-boot-2.1.1.RELEASE,FilterAnnotationsTests
11979,spring-boot-2.1.1.RELEASE,FilterByAnnotation
11980,spring-boot-2.1.1.RELEASE,FilterByType
11981,spring-boot-2.1.1.RELEASE,FilterByCustom
11982,spring-boot-2.1.1.RELEASE,FilterByAspectJ
11983,spring-boot-2.1.1.RELEASE,FilterByRegex
11984,spring-boot-2.1.1.RELEASE,ExampleCustomFilter
11985,spring-boot-2.1.1.RELEASE,ExampleWithAnnotation
11986,spring-boot-2.1.1.RELEASE,ExampleWithoutAnnotation
11987,spring-boot-2.1.1.RELEASE,SpringBootDependencyInjectionTestExecutionListenerTests
11988,spring-boot-2.1.1.RELEASE,Config
11989,spring-boot-2.1.1.RELEASE,DataNeo4jTestWithIncludeFilterIntegrationTests
11990,spring-boot-2.1.1.RELEASE,Initializer
11991,spring-boot-2.1.1.RELEASE,DataNeo4jTestPropertiesIntegrationTests
11992,spring-boot-2.1.1.RELEASE,Initializer
11993,spring-boot-2.1.1.RELEASE,DataNeo4jTestIntegrationTests
11994,spring-boot-2.1.1.RELEASE,Initializer
11995,spring-boot-2.1.1.RELEASE,DataRedisTestWithIncludeFilterIntegrationTests
11996,spring-boot-2.1.1.RELEASE,Initializer
11997,spring-boot-2.1.1.RELEASE,DataRedisTestIntegrationTests
11998,spring-boot-2.1.1.RELEASE,Initializer
11999,spring-boot-2.1.1.RELEASE,DataRedisTestPropertiesIntegrationTests
12000,spring-boot-2.1.1.RELEASE,Initializer
12001,spring-boot-2.1.1.RELEASE,DataLdapTestPropertiesIntegrationTests
12002,spring-boot-2.1.1.RELEASE,DataLdapTestIntegrationTests
12003,spring-boot-2.1.1.RELEASE,DataLdapTestWithIncludeFilterIntegrationTests
12004,spring-boot-2.1.1.RELEASE,DataJdbcTestIntegrationTests
12005,spring-boot-2.1.1.RELEASE,DataJdbcTestPropertiesIntegrationTests
12006,spring-boot-2.1.1.RELEASE,DataMongoTestPropertiesIntegrationTests
12007,spring-boot-2.1.1.RELEASE,DataMongoTestReactiveIntegrationTests
12008,spring-boot-2.1.1.RELEASE,DataMongoTestWithIncludeFilterIntegrationTests
12009,spring-boot-2.1.1.RELEASE,DataMongoTestIntegrationTests
12010,spring-boot-2.1.1.RELEASE,SpringBootDependencyInjectionTestExecutionListenerPostConstructIntegrationTests
12011,spring-boot-2.1.1.RELEASE,Config
12012,spring-boot-2.1.1.RELEASE,MockMvcRestDocsAutoConfigurationAdvancedConfigurationIntegrationTests
12013,spring-boot-2.1.1.RELEASE,CustomizationConfiguration
12014,spring-boot-2.1.1.RELEASE,MockMvcRestDocsAutoConfigurationIntegrationTests
12015,spring-boot-2.1.1.RELEASE,WebTestClientRestDocsAutoConfigurationIntegrationTests
12016,spring-boot-2.1.1.RELEASE,WebTestClientRestDocsAutoConfigurationAdvancedConfigurationIntegrationTests
12017,spring-boot-2.1.1.RELEASE,CustomizationConfiguration
12018,spring-boot-2.1.1.RELEASE,RestAssuredRestDocsAutoConfigurationAdvancedConfigurationIntegrationTests
12019,spring-boot-2.1.1.RELEASE,CustomizationConfiguration
12020,spring-boot-2.1.1.RELEASE,RestAssuredRestDocsAutoConfigurationIntegrationTests
12021,spring-boot-2.1.1.RELEASE,Neo4jHealthIndicatorAutoConfigurationTests
12022,spring-boot-2.1.1.RELEASE,Neo4jConfiguration
12023,spring-boot-2.1.1.RELEASE,CustomIndicatorConfiguration
12024,spring-boot-2.1.1.RELEASE,MeterRegistryConfigurerTests
12025,spring-boot-2.1.1.RELEASE,PropertiesMeterFilterTests
12026,spring-boot-2.1.1.RELEASE,TestMeterRegistry
12027,spring-boot-2.1.1.RELEASE,CacheMetricsAutoConfigurationTests
12028,spring-boot-2.1.1.RELEASE,CachingConfiguration
12029,spring-boot-2.1.1.RELEASE,Log4J2MetricsWithSlf4jLoggerContextAutoConfigurationTests
12030,spring-boot-2.1.1.RELEASE,JerseyServerMetricsAutoConfigurationTests
12031,spring-boot-2.1.1.RELEASE,ResourceConfiguration
12032,spring-boot-2.1.1.RELEASE,TestResource
12033,spring-boot-2.1.1.RELEASE,CustomJerseyTagsProviderConfiguration
12034,spring-boot-2.1.1.RELEASE,CustomJerseyTagsProvider
12035,spring-boot-2.1.1.RELEASE,MetricsIntegrationTests
12036,spring-boot-2.1.1.RELEASE,MetricsApp
12037,spring-boot-2.1.1.RELEASE,PersonController
12038,spring-boot-2.1.1.RELEASE,JvmMetricsAutoConfigurationTests
12039,spring-boot-2.1.1.RELEASE,CustomJvmGcMetricsConfiguration
12040,spring-boot-2.1.1.RELEASE,CustomJvmMemoryMetricsConfiguration
12041,spring-boot-2.1.1.RELEASE,CustomJvmThreadMetricsConfiguration
12042,spring-boot-2.1.1.RELEASE,CustomClassLoaderMetricsConfiguration
12043,spring-boot-2.1.1.RELEASE,WebMvcMetricsAutoConfigurationTests
12044,spring-boot-2.1.1.RELEASE,TagsProviderConfiguration
12045,spring-boot-2.1.1.RELEASE,TestWebMvcTagsProvider
12046,spring-boot-2.1.1.RELEASE,TomcatMetricsAutoConfigurationTests
12047,spring-boot-2.1.1.RELEASE,MeterRegistryConfiguration
12048,spring-boot-2.1.1.RELEASE,ServletWebServerConfiguration
12049,spring-boot-2.1.1.RELEASE,ReactiveWebServerConfiguration
12050,spring-boot-2.1.1.RELEASE,CustomTomcatMetrics
12051,spring-boot-2.1.1.RELEASE,CustomTomcatMetricsBinder
12052,spring-boot-2.1.1.RELEASE,JettyMetricsAutoConfigurationTests
12053,spring-boot-2.1.1.RELEASE,MeterRegistryConfiguration
12054,spring-boot-2.1.1.RELEASE,ServletWebServerConfiguration
12055,spring-boot-2.1.1.RELEASE,ReactiveWebServerConfiguration
12056,spring-boot-2.1.1.RELEASE,CustomJettyServerThreadPoolMetricsBinder
12057,spring-boot-2.1.1.RELEASE,WebFluxMetricsAutoConfigurationTests
12058,spring-boot-2.1.1.RELEASE,CustomWebFluxTagsProviderConfig
12059,spring-boot-2.1.1.RELEASE,RestTemplateMetricsConfigurationTests
12060,spring-boot-2.1.1.RELEASE,WebClientMetricsConfigurationTests
12061,spring-boot-2.1.1.RELEASE,CustomTagsProviderConfig
12062,spring-boot-2.1.1.RELEASE,CompositeMeterRegistryAutoConfigurationTests
12063,spring-boot-2.1.1.RELEASE,BaseConfig
12064,spring-boot-2.1.1.RELEASE,NoMeterRegistryConfig
12065,spring-boot-2.1.1.RELEASE,SingleMeterRegistryConfig
12066,spring-boot-2.1.1.RELEASE,MultipleMeterRegistriesConfig
12067,spring-boot-2.1.1.RELEASE,MultipleMeterRegistriesWithOnePrimaryConfig
12068,spring-boot-2.1.1.RELEASE,TestMeterRegistry
12069,spring-boot-2.1.1.RELEASE,ServiceLevelAgreementBoundaryTests
12070,spring-boot-2.1.1.RELEASE,RabbitMetricsAutoConfigurationTests
12071,spring-boot-2.1.1.RELEASE,LogbackMetricsAutoConfigurationTests
12072,spring-boot-2.1.1.RELEASE,CustomLogbackMetricsConfiguration
12073,spring-boot-2.1.1.RELEASE,DataSourcePoolMetricsAutoConfigurationTests
12074,spring-boot-2.1.1.RELEASE,BaseConfiguration
12075,spring-boot-2.1.1.RELEASE,TwoDataSourcesConfiguration
12076,spring-boot-2.1.1.RELEASE,TwoHikariDataSourcesConfiguration
12077,spring-boot-2.1.1.RELEASE,ProxiedHikariDataSourcesConfiguration
12078,spring-boot-2.1.1.RELEASE,OneHikariDataSourceConfiguration
12079,spring-boot-2.1.1.RELEASE,MixedDataSourcesConfiguration
12080,spring-boot-2.1.1.RELEASE,HikariSealingConfiguration
12081,spring-boot-2.1.1.RELEASE,HikariSealer
12082,spring-boot-2.1.1.RELEASE,MeterRegistryConfigurerIntegrationTests
12083,spring-boot-2.1.1.RELEASE,SystemMetricsAutoConfigurationTests
12084,spring-boot-2.1.1.RELEASE,CustomUptimeMetricsConfiguration
12085,spring-boot-2.1.1.RELEASE,CustomProcessorMetricsConfiguration
12086,spring-boot-2.1.1.RELEASE,CustomFileDescriptorMetricsConfiguration
12087,spring-boot-2.1.1.RELEASE,MeterRegistryCustomizerTests
12088,spring-boot-2.1.1.RELEASE,MeterRegistryCustomizerConfiguration
12089,spring-boot-2.1.1.RELEASE,MyThing
12090,spring-boot-2.1.1.RELEASE,MetricsAutoConfigurationTests
12091,spring-boot-2.1.1.RELEASE,CustomClockConfiguration
12092,spring-boot-2.1.1.RELEASE,MeterRegistryConfiguration
12093,spring-boot-2.1.1.RELEASE,MeterValueTests
12094,spring-boot-2.1.1.RELEASE,KafkaMetricsAutoConfigurationTests
12095,spring-boot-2.1.1.RELEASE,CustomKafkaConsumerMetricsConfiguration
12096,spring-boot-2.1.1.RELEASE,Log4J2MetricsAutoConfigurationTests
12097,spring-boot-2.1.1.RELEASE,CustomLog4J2MetricsConfiguration
12098,spring-boot-2.1.1.RELEASE,HibernateMetricsAutoConfigurationTests
12099,spring-boot-2.1.1.RELEASE,BaseConfiguration
12100,spring-boot-2.1.1.RELEASE,MyEntity
12101,spring-boot-2.1.1.RELEASE,TwoEntityManagerFactoriesConfiguration
12102,spring-boot-2.1.1.RELEASE,NonHibernateEntityManagerFactoryConfiguration
12103,spring-boot-2.1.1.RELEASE,MissingRequiredConfigurationFailureAnalyzerTests
12104,spring-boot-2.1.1.RELEASE,MissingAccountIdConfiguration
12105,spring-boot-2.1.1.RELEASE,DynatracePropertiesConfigAdapterTests
12106,spring-boot-2.1.1.RELEASE,DynatraceMetricsExportAutoConfigurationTests
12107,spring-boot-2.1.1.RELEASE,BaseConfiguration
12108,spring-boot-2.1.1.RELEASE,CustomConfigConfiguration
12109,spring-boot-2.1.1.RELEASE,CustomRegistryConfiguration
12110,spring-boot-2.1.1.RELEASE,HumioMetricsExportAutoConfigurationTests
12111,spring-boot-2.1.1.RELEASE,BaseConfiguration
12112,spring-boot-2.1.1.RELEASE,CustomConfigConfiguration
12113,spring-boot-2.1.1.RELEASE,CustomRegistryConfiguration
12114,spring-boot-2.1.1.RELEASE,HumioPropertiesConfigAdapterTests
12115,spring-boot-2.1.1.RELEASE,InfluxMetricsExportAutoConfigurationTests
12116,spring-boot-2.1.1.RELEASE,BaseConfiguration
12117,spring-boot-2.1.1.RELEASE,CustomConfigConfiguration
12118,spring-boot-2.1.1.RELEASE,CustomRegistryConfiguration
12119,spring-boot-2.1.1.RELEASE,SignalFxMetricsExportAutoConfigurationTests
12120,spring-boot-2.1.1.RELEASE,BaseConfiguration
12121,spring-boot-2.1.1.RELEASE,CustomConfigConfiguration
12122,spring-boot-2.1.1.RELEASE,CustomRegistryConfiguration
12123,spring-boot-2.1.1.RELEASE,ElasticMetricsExportAutoConfigurationTests
12124,spring-boot-2.1.1.RELEASE,BaseConfiguration
12125,spring-boot-2.1.1.RELEASE,CustomConfigConfiguration
12126,spring-boot-2.1.1.RELEASE,CustomRegistryConfiguration
12127,spring-boot-2.1.1.RELEASE,ElasticPropertiesConfigAdapterTests
12128,spring-boot-2.1.1.RELEASE,AppOpticsMetricsExportAutoConfigurationTests
12129,spring-boot-2.1.1.RELEASE,BaseConfiguration
12130,spring-boot-2.1.1.RELEASE,CustomConfigConfiguration
12131,spring-boot-2.1.1.RELEASE,CustomRegistryConfiguration
12132,spring-boot-2.1.1.RELEASE,AppOpticsPropertiesConfigAdapterTests
12133,spring-boot-2.1.1.RELEASE,JmxPropertiesTests
12134,spring-boot-2.1.1.RELEASE,JmxMetricsExportAutoConfigurationTests
12135,spring-boot-2.1.1.RELEASE,BaseConfiguration
12136,spring-boot-2.1.1.RELEASE,CustomConfigConfiguration
12137,spring-boot-2.1.1.RELEASE,CustomRegistryConfiguration
12138,spring-boot-2.1.1.RELEASE,StatsdPropertiesTests
12139,spring-boot-2.1.1.RELEASE,StatsdMetricsExportAutoConfigurationTests
12140,spring-boot-2.1.1.RELEASE,BaseConfiguration
12141,spring-boot-2.1.1.RELEASE,CustomConfigConfiguration
12142,spring-boot-2.1.1.RELEASE,CustomRegistryConfiguration
12143,spring-boot-2.1.1.RELEASE,SimpleMetricsExportAutoConfigurationTests
12144,spring-boot-2.1.1.RELEASE,BaseConfiguration
12145,spring-boot-2.1.1.RELEASE,CustomConfigConfiguration
12146,spring-boot-2.1.1.RELEASE,CustomRegistryConfiguration
12147,spring-boot-2.1.1.RELEASE,SimplePropertiesTests
12148,spring-boot-2.1.1.RELEASE,KairosPropertiesConfigAdapterTests
12149,spring-boot-2.1.1.RELEASE,KairosMetricsExportAutoConfigurationTests
12150,spring-boot-2.1.1.RELEASE,BaseConfiguration
12151,spring-boot-2.1.1.RELEASE,CustomConfigConfiguration
12152,spring-boot-2.1.1.RELEASE,CustomRegistryConfiguration
12153,spring-boot-2.1.1.RELEASE,StepRegistryPropertiesTests
12154,spring-boot-2.1.1.RELEASE,StepRegistryPropertiesConfigAdapterTests
12155,spring-boot-2.1.1.RELEASE,DatadogPropertiesConfigAdapterTests
12156,spring-boot-2.1.1.RELEASE,DatadogMetricsExportAutoConfigurationTests
12157,spring-boot-2.1.1.RELEASE,BaseConfiguration
12158,spring-boot-2.1.1.RELEASE,CustomConfigConfiguration
12159,spring-boot-2.1.1.RELEASE,CustomRegistryConfiguration
12160,spring-boot-2.1.1.RELEASE,WavefrontMetricsExportAutoConfigurationTests
12161,spring-boot-2.1.1.RELEASE,BaseConfiguration
12162,spring-boot-2.1.1.RELEASE,CustomConfigConfiguration
12163,spring-boot-2.1.1.RELEASE,CustomRegistryConfiguration
12164,spring-boot-2.1.1.RELEASE,WavefrontPropertiesConfigAdapterTests
12165,spring-boot-2.1.1.RELEASE,NewRelicMetricsExportAutoConfigurationTests
12166,spring-boot-2.1.1.RELEASE,BaseConfiguration
12167,spring-boot-2.1.1.RELEASE,CustomConfigConfiguration
12168,spring-boot-2.1.1.RELEASE,CustomRegistryConfiguration
12169,spring-boot-2.1.1.RELEASE,PrometheusPropertiesTests
12170,spring-boot-2.1.1.RELEASE,PrometheusMetricsExportAutoConfigurationTests
12171,spring-boot-2.1.1.RELEASE,BaseConfiguration
12172,spring-boot-2.1.1.RELEASE,CustomConfigConfiguration
12173,spring-boot-2.1.1.RELEASE,CustomRegistryConfiguration
12174,spring-boot-2.1.1.RELEASE,CustomCollectorRegistryConfiguration
12175,spring-boot-2.1.1.RELEASE,CustomEndpointConfiguration
12176,spring-boot-2.1.1.RELEASE,AtlasMetricsExportAutoConfigurationTests
12177,spring-boot-2.1.1.RELEASE,BaseConfiguration
12178,spring-boot-2.1.1.RELEASE,CustomConfigConfiguration
12179,spring-boot-2.1.1.RELEASE,CustomRegistryConfiguration
12180,spring-boot-2.1.1.RELEASE,AtlasPropertiesTests
12181,spring-boot-2.1.1.RELEASE,GangliaMetricsExportAutoConfigurationTests
12182,spring-boot-2.1.1.RELEASE,BaseConfiguration
12183,spring-boot-2.1.1.RELEASE,CustomConfigConfiguration
12184,spring-boot-2.1.1.RELEASE,CustomRegistryConfiguration
12185,spring-boot-2.1.1.RELEASE,GangliaPropertiesTests
12186,spring-boot-2.1.1.RELEASE,GraphitePropertiesTests
12187,spring-boot-2.1.1.RELEASE,GraphiteMetricsExportAutoConfigurationTests
12188,spring-boot-2.1.1.RELEASE,BaseConfiguration
12189,spring-boot-2.1.1.RELEASE,CustomConfigConfiguration
12190,spring-boot-2.1.1.RELEASE,CustomRegistryConfiguration
12191,spring-boot-2.1.1.RELEASE,MetricsAutoConfigurationWithLog4j2AndLogbackTests
12192,spring-boot-2.1.1.RELEASE,MetricsAutoConfigurationIntegrationTests
12193,spring-boot-2.1.1.RELEASE,PrimaryMeterRegistryConfiguration
12194,spring-boot-2.1.1.RELEASE,InfluxDbHealthIndicatorAutoConfigurationTests
12195,spring-boot-2.1.1.RELEASE,InfluxDbConfiguration
12196,spring-boot-2.1.1.RELEASE,ShutdownEndpointAutoConfigurationTests
12197,spring-boot-2.1.1.RELEASE,ConfigurationPropertiesReportEndpointAutoConfigurationTests
12198,spring-boot-2.1.1.RELEASE,Config
12199,spring-boot-2.1.1.RELEASE,TestProperties
12200,spring-boot-2.1.1.RELEASE,CachesEndpointAutoConfigurationTests
12201,spring-boot-2.1.1.RELEASE,CacheConfiguration
12202,spring-boot-2.1.1.RELEASE,ScheduledTasksEndpointAutoConfigurationTests
12203,spring-boot-2.1.1.RELEASE,CustomEndpointConfiguration
12204,spring-boot-2.1.1.RELEASE,CustomEndpoint
12205,spring-boot-2.1.1.RELEASE,AbstractEndpointRequestIntegrationTests
12206,spring-boot-2.1.1.RELEASE,BaseConfiguration
12207,spring-boot-2.1.1.RELEASE,TestEndpoint1
12208,spring-boot-2.1.1.RELEASE,TestEndpoint2
12209,spring-boot-2.1.1.RELEASE,TestEndpoint3
12210,spring-boot-2.1.1.RELEASE,TestPathMappedEndpoint
12211,spring-boot-2.1.1.RELEASE,SecurityConfiguration
12212,spring-boot-2.1.1.RELEASE,MvcEndpointRequestIntegrationTests
12213,spring-boot-2.1.1.RELEASE,WebMvcEndpointConfiguration
12214,spring-boot-2.1.1.RELEASE,JerseyEndpointRequestIntegrationTests
12215,spring-boot-2.1.1.RELEASE,JerseyEndpointConfiguration
12216,spring-boot-2.1.1.RELEASE,EndpointRequestTests
12217,spring-boot-2.1.1.RELEASE,RequestMatcherAssert
12218,spring-boot-2.1.1.RELEASE,FooEndpoint
12219,spring-boot-2.1.1.RELEASE,BazServletEndpoint
12220,spring-boot-2.1.1.RELEASE,TestEndpoint
12221,spring-boot-2.1.1.RELEASE,ManagementWebSecurityAutoConfigurationTests
12222,spring-boot-2.1.1.RELEASE,CustomSecurityConfiguration
12223,spring-boot-2.1.1.RELEASE,ReactiveManagementWebSecurityAutoConfigurationTests
12224,spring-boot-2.1.1.RELEASE,TestHttpWebHandlerAdapter
12225,spring-boot-2.1.1.RELEASE,CustomSecurityConfiguration
12226,spring-boot-2.1.1.RELEASE,WebFilterChainProxyConfiguration
12227,spring-boot-2.1.1.RELEASE,TestServerHttpSecurity
12228,spring-boot-2.1.1.RELEASE,EndpointRequestTests
12229,spring-boot-2.1.1.RELEASE,RequestMatcherAssert
12230,spring-boot-2.1.1.RELEASE,TestHttpWebHandlerAdapter
12231,spring-boot-2.1.1.RELEASE,FooEndpoint
12232,spring-boot-2.1.1.RELEASE,BazServletEndpoint
12233,spring-boot-2.1.1.RELEASE,TestEndpoint
12234,spring-boot-2.1.1.RELEASE,RedisHealthIndicatorAutoConfigurationTests
12235,spring-boot-2.1.1.RELEASE,RedisReactiveHealthIndicatorAutoConfigurationTests
12236,spring-boot-2.1.1.RELEASE,MailHealthIndicatorAutoConfigurationTests
12237,spring-boot-2.1.1.RELEASE,CompositeHandlerExceptionResolverTests
12238,spring-boot-2.1.1.RELEASE,BaseConfiguration
12239,spring-boot-2.1.1.RELEASE,TestConfiguration
12240,spring-boot-2.1.1.RELEASE,TestHandlerExceptionResolver
12241,spring-boot-2.1.1.RELEASE,WebMvcEndpointChildContextConfigurationTests
12242,spring-boot-2.1.1.RELEASE,ExistingConfig
12243,spring-boot-2.1.1.RELEASE,RequestContextListenerConfig
12244,spring-boot-2.1.1.RELEASE,HttpTraceAutoConfigurationTests
12245,spring-boot-2.1.1.RELEASE,CustomHttpTraceRepository
12246,spring-boot-2.1.1.RELEASE,CustomRepositoryConfiguration
12247,spring-boot-2.1.1.RELEASE,CustomHttpExchangeTracer
12248,spring-boot-2.1.1.RELEASE,CustomTracerConfiguration
12249,spring-boot-2.1.1.RELEASE,CustomHttpTraceWebFilter
12250,spring-boot-2.1.1.RELEASE,CustomWebFilterConfiguration
12251,spring-boot-2.1.1.RELEASE,CustomHttpTraceFilter
12252,spring-boot-2.1.1.RELEASE,CustomFilterConfiguration
12253,spring-boot-2.1.1.RELEASE,HttpTraceEndpointAutoConfigurationTests
12254,spring-boot-2.1.1.RELEASE,JerseyManagementChildContextConfigurationTests
12255,spring-boot-2.1.1.RELEASE,CustomizerConfiguration
12256,spring-boot-2.1.1.RELEASE,ReactiveManagementContextFactoryTests
12257,spring-boot-2.1.1.RELEASE,ParentConfiguration
12258,spring-boot-2.1.1.RELEASE,TestConfiguration1
12259,spring-boot-2.1.1.RELEASE,TestConfiguration2
12260,spring-boot-2.1.1.RELEASE,ManagementServerPropertiesTests
12261,spring-boot-2.1.1.RELEASE,ManagementContextConfigurationImportSelectorTests
12262,spring-boot-2.1.1.RELEASE,TestManagementContextConfigurationsImportSelector
12263,spring-boot-2.1.1.RELEASE,A
12264,spring-boot-2.1.1.RELEASE,B
12265,spring-boot-2.1.1.RELEASE,C
12266,spring-boot-2.1.1.RELEASE,D
12267,spring-boot-2.1.1.RELEASE,ChildOnly
12268,spring-boot-2.1.1.RELEASE,SameOnly
12269,spring-boot-2.1.1.RELEASE,EnableChildContext
12270,spring-boot-2.1.1.RELEASE,EnableSameContext
12271,spring-boot-2.1.1.RELEASE,ManagementContextAutoConfigurationTests
12272,spring-boot-2.1.1.RELEASE,CloudFoundryWebEndpointDiscovererTests
12273,spring-boot-2.1.1.RELEASE,TestConfiguration
12274,spring-boot-2.1.1.RELEASE,TestEndpoint
12275,spring-boot-2.1.1.RELEASE,TestEndpointWebExtension
12276,spring-boot-2.1.1.RELEASE,HealthEndpointWebExtension
12277,spring-boot-2.1.1.RELEASE,TestHealthEndpointCloudFoundryExtension
12278,spring-boot-2.1.1.RELEASE,TokenValidatorTests
12279,spring-boot-2.1.1.RELEASE,CloudFoundryMvcWebEndpointIntegrationTests
12280,spring-boot-2.1.1.RELEASE,CloudFoundryMvcConfiguration
12281,spring-boot-2.1.1.RELEASE,TestEndpoint
12282,spring-boot-2.1.1.RELEASE,TestEnvEndpoint
12283,spring-boot-2.1.1.RELEASE,TestInfoEndpoint
12284,spring-boot-2.1.1.RELEASE,TestEndpointConfiguration
12285,spring-boot-2.1.1.RELEASE,EndpointDelegate
12286,spring-boot-2.1.1.RELEASE,CloudFoundryActuatorAutoConfigurationTests
12287,spring-boot-2.1.1.RELEASE,TestConfiguration
12288,spring-boot-2.1.1.RELEASE,TestEndpoint
12289,spring-boot-2.1.1.RELEASE,CloudFoundrySecurityServiceTests
12290,spring-boot-2.1.1.RELEASE,CloudFoundryHealthEndpointWebExtensionTests
12291,spring-boot-2.1.1.RELEASE,CloudFoundrySecurityInterceptorTests
12292,spring-boot-2.1.1.RELEASE,SkipSslVerificationHttpRequestFactoryTests
12293,spring-boot-2.1.1.RELEASE,CloudFoundryAuthorizationExceptionTests
12294,spring-boot-2.1.1.RELEASE,ReactiveCloudFoundrySecurityServiceTests
12295,spring-boot-2.1.1.RELEASE,CloudFoundryReactiveHealthEndpointWebExtensionTests
12296,spring-boot-2.1.1.RELEASE,ReactiveTokenValidatorTests
12297,spring-boot-2.1.1.RELEASE,ReactiveCloudFoundryActuatorAutoConfigurationTests
12298,spring-boot-2.1.1.RELEASE,TestConfiguration
12299,spring-boot-2.1.1.RELEASE,TestEndpoint
12300,spring-boot-2.1.1.RELEASE,WebClientCustomizerConfig
12301,spring-boot-2.1.1.RELEASE,ReactiveCloudFoundrySecurityInterceptorTests
12302,spring-boot-2.1.1.RELEASE,CloudFoundryWebFluxEndpointIntegrationTests
12303,spring-boot-2.1.1.RELEASE,CloudFoundryReactiveConfiguration
12304,spring-boot-2.1.1.RELEASE,TestEndpoint
12305,spring-boot-2.1.1.RELEASE,TestEnvEndpoint
12306,spring-boot-2.1.1.RELEASE,TestInfoEndpoint
12307,spring-boot-2.1.1.RELEASE,TestEndpointConfiguration
12308,spring-boot-2.1.1.RELEASE,EndpointDelegate
12309,spring-boot-2.1.1.RELEASE,TokenTests
12310,spring-boot-2.1.1.RELEASE,CloudFoundryEndpointFilterTests
12311,spring-boot-2.1.1.RELEASE,AccessLevelTests
12312,spring-boot-2.1.1.RELEASE,LdapHealthIndicatorAutoConfigurationTests
12313,spring-boot-2.1.1.RELEASE,LdapConfiguration
