GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.map,LazyMap,0,11,0,0,0,3,0,1,0,1
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.map,FunctoredMap.new UnaryProcedure() {...},4,3,0,0,2,2,1,1,1,1
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.map,FunctoredMap.new BinaryFunction() {...},0,8,0,0,0,3,0,2,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.map,FunctoredMap.new BinaryFunction() {...},7,3,0,0,2,2,1,1,1,1
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.map,FunctoredMap.ContainsKey,0,14,0,0,0,5,0,2,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.map,FixedSizeMap.new BinaryFunction() {...},0,30,0,2,0,8,0,3,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.map,FunctoredMap.new BinaryProcedure() {...},10,3,0,0,4,2,1,1,1,1
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.map,TestPredicatedMap,24,112,0,0,4,28,0,8,0,8
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.map,PredicatedMap,0,31,0,0,0,7,0,1,0,1
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.map,TestLazyMap,0,242,0,4,0,47,0,8,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.map,LazyMap.new BinaryFunction() {...},0,32,0,2,0,8,0,3,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.map,FunctoredMap.new BinaryFunction() {...},0,19,0,0,0,6,0,2,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.map,FixedSizeMap,0,35,0,0,0,6,0,1,0,1
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.map,PredicatedMap.new BinaryProcedure() {...},0,50,0,6,0,10,0,5,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.map,TestFixedSizeMap,33,224,0,0,8,45,0,10,0,10
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.map,FunctoredMap,47,104,0,0,11,31,10,12,10,12
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.map,PredicatedMap.new BinaryPredicate() {...},0,30,0,4,0,4,0,4,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.map,FunctoredMap.Throw,16,15,0,0,8,5,2,2,2,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.map,TestAll,4,15,0,0,2,5,1,1,1,1
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.map,FixedSizeMap.new BinaryProcedure() {...},0,32,0,2,0,8,0,3,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core,TestNoOp.new BinaryProcedure() {...},1,6,0,0,0,2,1,1,1,1
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core,TestLimit,18,103,6,6,2,27,6,7,0,7
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core,TestIdentity,16,81,1,1,4,23,1,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core,TestIsSame,0,127,0,0,0,25,0,5,0,5
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core,TestLeftIdentity,10,103,1,1,2,27,1,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core,TestIsNotEqual,6,127,3,3,0,23,3,5,0,5
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core,TestIsNotSame,0,127,0,0,0,25,0,5,0,5
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core,TestIsInstance,8,93,0,0,2,29,0,7,0,7
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core,TestNoOp.new UnaryProcedure() {...},1,6,0,0,0,2,1,1,1,1
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core,TestNoOp.new Procedure() {...},1,6,0,0,0,2,1,1,1,1
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core,TestRightIdentity,10,103,1,1,2,27,1,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core,TestIsEqual,0,127,0,0,0,25,0,5,0,5
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core,TestNoOp,0,77,0,0,0,22,0,5,0,5
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core,TestOffset,24,109,9,9,2,27,9,7,0,7
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core,TestIsNull,0,71,0,0,0,20,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core,TestIsNotNull,2,52,1,1,0,15,1,5,0,5
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core,TestConstant,12,220,6,6,0,50,6,8,0,8
